OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004266,MOUNTAIN CREEK,River/Stream,,06020001,,,,,35.0989700000,-85.3273800000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004269,MOUNTAIN CREEK,River/Stream,,06020001,,,,,35.1359800000,-85.3011200000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004273,MOUNTAIN CREEK UT,River/Stream,,06020001,,,,,35.1344800000,-85.3052600000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004301,Muddy BRANCH,River/Stream,,06040002,,,,,35.5615600000,-86.1083500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,031,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004303,MUDDY CREEK,River/Stream,,08010207,,,,,35.0728000000,-88.8190000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,069,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004316,MULBERRY CREEK,River/Stream,,06010206,,,,,36.5557100000,-83.3807000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,067,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004341,MYRON CREEK,River/Stream,,08010208,,,,,35.4921800000,-89.7577100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,167,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004342,MYRON CREEK UT,River/Stream,,08010208,,,,,35.4848200000,-89.7547200000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,167,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004353,NORTH CHICKAMAUGA CREEK,River/Stream,,06020001,,,,,35.1744400000,-85.2276400000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004354,NORTH CHICKAMAUGA CREEK,River/Stream,,06020001,,,,,35.2372000000,-85.2343000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004356,NORTH CHICKAMAUGA CREEK,River/Stream,,06020001,,,,,35.2132300000,-85.3325200000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004357,NORTH CHICKAMAUGA CREEK UT,River/Stream,,06020001,,,,,35.1473100000,-85.2371900000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004367,NELSON CREEK,River/Stream,,08010208,,,,,35.7715900000,-89.5123200000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,097,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004371,NEW RIVER,River/Stream,,05130104,,,,,36.3830000000,-84.5533000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004396,NORTH FORK CLINCH RIVER,River/Stream,,06010205,,,,,36.5845500000,-83.0097000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,067,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004402,NORTH FORK FORKED DEER RIVER,River/Stream,,08010204,,,,,36.0291000000,-89.3866000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,045,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004417,NORTH FORK HOLSTON RIVER,River/Stream,,06010101,,,,,36.5894000000,-82.6064000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004438,North FORK CREEK,River/Stream,,06040002,,,,,35.5914900000,-86.5852900000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,003,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004440,NORTH FORK CREEK,River/Stream,,06040002,,,,,35.5991670000,-86.5325000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,003,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004442,NORTH FORK PINE CREEK,River/Stream,,05130104,,,,,36.5028000000,-84.5383000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004460,NINEMILE BRANCH,River/Stream,,06020001,,,,,35.1741700000,-85.2553100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004480,NORTH MARKET STREET BRANCH,River/Stream,,06020001,,,,,35.0622200000,-85.3095500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004481,NOAH FORK,River/Stream,,06040002,,,,,35.5722000000,-86.2472000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,003,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004491,NOLICHUCKY RIVER,River/Stream,,06010108,,,,,36.1226000000,-83.1253000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,059,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004514,NOLICHUCKY RIVER,River/Stream,,06010108,,,,,36.1027800000,-82.4477800000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,171,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004517,NONCONNAH CREEK,River/Stream,,08010211,,,,,35.0758600000,-90.0645700000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,157,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004538,NORTH FORK,River/Stream,,06010104,,,,,36.3898100000,-82.8483000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004554,NORTH PRONG CLEAR FORK,River/Stream,,05130104,,,,,36.3063890000,-84.9077780000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,049,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004579,NORTH SUCK CREEK,River/Stream,,06020001,,,,,35.1466900000,-85.3878600000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,115,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004601,OCOEE RIVER,River/Stream,,06020003,,,,,35.1981000000,-84.6570000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,139,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004609,OCOEE RIVER,River/Stream,,06020003,,,,,35.0986000000,-84.5375000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,139,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004645,OLD CHANNEL NELSON CREEK UT,River/Stream,,08010208,,,,,35.7768000000,-89.5122000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,097,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004656,OOSTANAULA CREEK,River/Stream,,06020002,,,,,35.4094000000,-84.5998000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,107,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004716,PANTHER CREEK,River/Stream,,06010205,,,,,36.5273000000,-83.1555000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,067,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004768,PEYTON CREEK,River/Stream,,05130201,,,,,36.3097220000,-85.9750000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,159,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004773,PHILLIPS CREEK,River/Stream,,05130104,,,,,36.3865000000,-84.5495000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004792,PINE CREEK,River/Stream,,05130104,,,,,36.4658000000,-84.5968000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004794,PINE CREEK,River/Stream,,05130104,,,,,36.4812000000,-84.5552000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004796,PINE CREEK,River/Stream,,05130104,,,,,36.4915000000,-84.5398000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004814,PINEY RIVER,River/Stream,,06010201,,,,,35.6750000000,-84.8513800000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,143,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004849,PLUNKETT CREEK,River/Stream,,05130201,,,,,36.2638890000,-86.0522220000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,159,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004861,POE BRANCH,River/Stream,,06020001,,,,,35.0676100000,-85.1502500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004931,POTTERS CREEK,River/Stream,,08010208,,,,,35.2548100000,-89.0378900000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,069,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004938,POWELL RIVER,River/Stream,,06010206,,,,,36.5415100000,-83.6309100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,025,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004940,POWELL RIVER,River/Stream,,06010206,,,,,36.5563800000,-83.3791600000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,067,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004942,PRAIRIE CREEK,River/Stream,,08010208,,,,,35.4678000000,-89.3096000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,075,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004948,PRICE BRANCH,River/Stream,,08010208,,,,,35.3805000000,-89.3197600000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,047,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004972,PLEASANT RUN CREEK,River/Stream,,08010208,,,,,35.2753000000,-89.0017000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,069,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004990,PUNCHEON CREEK,River/Stream,,05110002,,,,,36.6213000000,-86.0102000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,111,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004992,POOR VALLEY CREEK,Reservoir,,06010104,,,,,36.3897000000,-83.2167000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005021,RANKIN BRANCH,River/Stream,,05130201,,,,,36.3575900000,-86.4992400000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,165,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005038,RED RIVER,River/Stream,,05130206,,,,,36.5546600000,-87.1420500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,125,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005039,RED RIVER,River/Stream,,05130206,,,,,36.5569800000,-87.1392400000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,125,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005040,RED RIVER,River/Stream,,05130206,,,,,36.5881900000,-87.0891400000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,147,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005041,RED RIVER,River/Stream,,05130206,,,,,36.6222200000,-87.0083330000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,147,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005047,RED RIVER,River/Stream,,05130206,,,,,36.6438890000,-86.6792000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,147,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005104,RENFROE CREEK,River/Stream,,06010104,,,,,36.5097400000,-82.7824100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005131,RICH CREEK,River/Stream,,06040002,,,,,35.5773900000,-86.7150800000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,117,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005133,RICHARDSON CREEK,River/Stream,,06010205,,,,,36.5250000000,-83.1270000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,067,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005134,RICHLAND CREEK,River/Stream,,06010104,,,,,36.1384000000,-83.6674000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,057,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005135,RICHLAND CREEK,River/Stream,,06010108,,,,,36.0978000000,-82.8525000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,059,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005137,RICHLAND CREEK,River/Stream,,08010208,,,,,35.4560400000,-89.1503400000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,075,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005193,ROUND LICK CREEK,River/Stream,,05130201,,,,,36.1133300000,-86.1302800000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,189,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005197,ROUND LICK CREEK,River/Stream,,05130201,,,,,36.0944400000,-86.1333300000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,189,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005233,ROBERTSON CREEK,Reservoir,,06010104,,,,,36.3597000000,-83.0367000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005278,ROCKCASTLE CREEK,River/Stream,,05130105,,,,,36.4158330000,-84.9452780000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,049,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005292,ROCKY CREEK,River/Stream,,05130201,,,,,36.3563890000,-86.2577800000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,169,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005328,ROSE CREEK,River/Stream,,08010207,,,,,35.2093000000,-88.6765000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,109,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005358,RUSSELL BRANCH  trib to Davis Ck,River/Stream,,06010206,,,,,36.4963300000,-83.8115000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,025,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005359,RUSSELL CREEK trib to Powell River,River/Stream,,06010206,,,,,36.5033000000,-83.5064000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,025,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005366,RUSSELL CREEK trib to Powell River,River/Stream,,06010206,,,,,36.4859000000,-83.5442000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,025,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005444,SOUTH CHICKAMAUGA CREEK,River/Stream,,06020001,,,,,35.0880000000,-85.2609000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005445,SOUTH CHICKAMAUGA CREEK,River/Stream,,06020001,,,,,35.0681700000,-85.2135160000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005446,SOUTH CHICKAMAUGA CREEK,River/Stream,,06020001,,,,,34.9972000000,-85.1845000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005447,SOUTH CHICKAMAUGA CREEK UT,River/Stream,,06020001,,,,,35.0254300000,-85.1972000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005468,SEQUATCHIE RIVER,River/Stream,,06020004,,,,,35.0789000000,-85.5933000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,115,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005510,SEVIER BRANCH,River/Stream,,06010104,,,,,36.5100000000,-82.7550000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005533,SOUTH FORK FORKED DEER RIVER,River/Stream,,08010205,,,,,35.7188000000,-89.2118000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,075,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005543,SOUTH FORK HOLSTON RIVER,River/Stream,,06010102,,,,,36.5500000000,-82.5917000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,163,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005647,Shanklin BRANCH,River/Stream,,06040002,,,,,35.4941300000,-86.0145000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,031,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005687,SHOAL CREEK,River/Stream,,06020001,,,,,35.1182300000,-85.3426100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005703,SHORT CREEK,River/Stream,,06020001,,,,,35.1460200000,-85.3496100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005747,SINKING CREEK ( TRIB TO BARTONS CREEK),River/Stream,,05130201,,,,,36.2188890000,-86.3072220000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,189,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005748,SINKING CREEK,River/Stream,,06010108,,,,,36.1736100000,-82.7230500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,059,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005801,SLATE BRANCH,River/Stream,,06010104,,,,,36.5380000000,-82.6040000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,163,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005811,SALT LICK CREEK,River/Stream,,05110002,,,,,36.6133330000,-85.8861100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,111,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005814,Salt Lick CREEK,River/Stream,,05110002,,,,,36.5519400000,-85.8571500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,111,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005815,SALT LICK CREEK,River/Stream,,05110002,,,,,36.5409000000,-85.8502000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,111,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005821,SMART CREEK,River/Stream,,08010208,,,,,35.3342000000,-89.3478000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,047,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005831,SMITH CREEK,River/Stream,,06010104,,,,,36.5140000000,-82.6922000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005849,STONE MOUNTAIN BRANCH,River/Stream,,06010104,,,,,36.4053000000,-83.0972000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005894,STONEY POINT,River/Stream,,06010104,,,,,36.4910000000,-82.8210000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005905,SPRING CREEK,River/Stream,,05130206,,,,,36.5997400000,-87.3498700000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,125,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005910,SPRING CREEK,River/Stream,,06020001,,,,,35.0030000000,-85.2193000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005918,Spring CREEK,River/Stream,,06040002,,,,,35.6038400000,-86.6965200000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,117,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005919,SPRING CREEK,River/Stream,,05130206,,,,,36.6430560000,-86.9519440000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,147,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005937,SPRING CREEK,River/Stream,,05130206,,,,,36.6169700000,-87.2534800000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,125,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005949,SPRING CREEK,River/Stream,,05130201,,,,,36.1307000000,-86.2425000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,189,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005952,SPRING CREEK UT,River/Stream,,05130206,,,,,36.6360800000,-87.2113100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,125,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005974,SOUTH SUCK CREEK,River/Stream,,06020001,,,,,35.1456000000,-85.3883000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005978,STANDIFER CREEK,River/Stream,,06020001,,,,,35.2148600000,-85.3804600000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,153,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005979,STANLEY BRANCH,River/Stream,,06020001,,,,,35.1524000000,-85.3494000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000005980,STANLEY CREEK,River/Stream,,06010104,,,,,36.5147000000,-82.8917000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000006012,STINKING CREEK,River/Stream,,05130101,,,,,36.4973980000,-84.1136070000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,013,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000006033,STONE BRANCH,River/Stream,,05130201,,,,,36.3298210000,-86.1313800000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,169,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000006069,STRINGERS BRANCH,River/Stream,,06020001,,,,,35.0859100000,-85.3250200000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000006086,SUGAR CREEK,River/Stream,,08010208,,,,,35.5405000000,-89.2793000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,075,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000006094,SUGAR CREEK,River/Stream,,06040002,,,,,35.4564700000,-86.5083900000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,003,,,,,,,,,STORET
